,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
8679,5794748,Beautiful & Private Manhattan Room,86568163111,verified,Jessica,Manhattan,Harlem,40.82398,-73.94846,United States,US,False,flexible,Private room,2015.0,$721 ,$144 ,1.0,59.0,9/15/2017,1.19,2.0,2.0,297.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
18188,11046568,"Private, Sunny Room in Queens, NY",96968035854,unconfirmed,David,Queens,Flushing,40.75539,-73.83172,United States,US,True,strict,Private room,2013.0,$814 ,$163 ,2.0,57.0,5/14/2019,1.64,3.0,1.0,335.0,"Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing parties. And... all of the usual stuff that is just good common sense like using coasters and place mats and returning the apartment to the way it looked when you arrived. There is no parking in the driveway. At the end of your stay, please strip the beds and put the sheets in the pantry or on the bathroom floor. Towels can be put with the sheets. Trash and recycling pick up is on Tuesdays. If you are staying through a Tuesday, please put your garbage and recycling outside in the appropriate barrels Monday night or by 7:00 am on Tuesdays. THANKS!",
64702,36736251,Impressive 1 bedroom near Sloan Kettering,63644738034,verified,Stanley,Manhattan,Murray Hill,40.74884,-73.97756,United States,US,True,moderate,Hotel room,2022.0,"$1,128 ",$226 ,30.0,1.0,8/1/2021,0.14,4.0,83.0,364.0,,
79619,44974910,Manhatten Luxurious 1 Bedroom,81723491666,verified,Kyle,Manhattan,Hell's Kitchen,40.75888,-73.99077,United States,US,False,strict,Entire home/apt,2009.0,$557 ,$111 ,30.0,0.0,,,4.0,23.0,149.0,We don't allow parties or rude guests. We have others that are living in the building. Please treat our house as you would treat yours! No smoking in the apartment please!,
20766,12470398,Stunning views room for two!,83417885659,verified,StandOut,Manhattan,Financial District,40.70639,-74.00794,United States,US,False,strict,Private room,2020.0,$824 ,$165 ,5.0,0.0,,,5.0,1.0,0.0,#NAME?,
99203,55791153,Charming One Bedroom in Washington Heights,10778000860,verified,Aly,Manhattan,Washington Heights,40.84578,-73.93902,United States,US,True,moderate,Entire home/apt,2009.0,$883 ,$177 ,1.0,12.0,7/6/2019,1.83,5.0,1.0,5.0,I have other roommates so be respectful of that.,
95814,53919408,Brooklyn Basement,74971686651,verified,April,Brooklyn,Gowanus,40.67087,-73.99305,United States,US,False,strict,Entire home/apt,2013.0,$152 ,$30 ,2.0,7.0,7/7/2019,0.74,5.0,1.0,7.0,"Smoking is allowed on the patio only. No pets unless discussed with owners Be mindful of the neighbors, this is a residential area.",
34474,20041326,Bright & Bohemian UES 1 BR - Whole Apt!,11320145369,unconfirmed,Haley,Manhattan,Upper East Side,40.76841,-73.95402,United States,US,False,strict,Entire home/apt,2011.0,$749 ,$150 ,2.0,23.0,6/16/2019,2.04,3.0,1.0,2.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
99946,56201512,"Big Room, Refinished Place - 35 min to Times Sq.",78190903448,unconfirmed,Daniel,Manhattan,Inwood,40.86859,-73.91948,United States,US,False,strict,Private room,2007.0,$966 ,$193 ,5.0,30.0,1/2/2019,0.94,4.0,2.0,0.0,,
100925,56742214,"Spacious, bright studio near Prospect Park",19774100625,verified,Ashley,Brooklyn,Flatbush,40.6456,-73.95982,United States,US,True,moderate,Entire home/apt,2005.0,$104 ,$21 ,2.0,5.0,8/28/2017,0.16,3.0,1.0,0.0,"(1) Please leave your shoes in the foyer (2) No smoking (3) No drugs (4) In consideration of the neighbors in the building, no loud music or parties (5) Only guests registered as part of the Airbnb booking may enter the apartment, unless prior arrangements are made with me before you make your booking (6) Guests are responsible for cleaning up after themselves in the kitchen",
93145,52445320,Simple Nice Private Bedroom in Hamilton Heights,57865435243,verified,Bridget,Manhattan,Harlem,40.82826,-73.94589,United States,US,False,flexible,Private room,2019.0,"$1,000 ",$200 ,2.0,8.0,7/1/2018,0.49,2.0,1.0,156.0,No other pets allowed. No smoking. We expect general respect for our house and things. No access to private bedrooms.,
65295,37063765,Two Twin Room - Terrace,4652842609,verified,Arlo SoHo,Manhattan,SoHo,40.7244,-74.00794,United States,US,True,strict,Hotel room,2022.0,$544 ,$109 ,1.0,13.0,6/19/2021,0.55,5.0,11.0,106.0,,
35650,20690831,Ultra Luxury TriBeCa LOFT!,24819393150,verified,Valerie,Manhattan,Civic Center,40.71317,-74.00654,United States,US,False,flexible,Entire home/apt,2006.0,$987 ,$197 ,2.0,42.0,6/1/2019,4.33,3.0,1.0,42.0,,
9525,6261994,Room in Bed Stuy - Full Bed,74953609344,unconfirmed,Reah,Brooklyn,Bedford-Stuyvesant,40.68555,-73.94873,United States,US,False,moderate,Private room,2009.0,"$1,099 ",$220 ,1.0,0.0,,,3.0,1.0,218.0,,
46602,26739621,"2 Rooms in Brooklyn NY, 1 block from Subway!",89782678250,unconfirmed,David,Brooklyn,Bay Ridge,40.63066,-74.03136,United States,US,True,moderate,Private room,2004.0,$409 ,$82 ,1.0,5.0,7/6/2019,4.69,5.0,3.0,361.0,,
6689,4695671,Spacious Sunny Brooklyn Sanctuary,59451423648,unconfirmed,Anna,Brooklyn,Clinton Hill,40.68917,-73.96545,United States,US,True,moderate,Private room,2005.0,"$1,018 ",$204 ,14.0,2.0,8/16/2015,0.04,2.0,1.0,125.0,Smoking is strictly prohibited. Your pets are welcome but please mind them. NO PARTIES ALLOWED.  EXCESSIVE NOISE IS STRICTLY PROHIBITED,
75093,42475200,Huge cozy room in Upper Manhattan,83172851266,verified,Fatou,Manhattan,Washington Heights,40.83713,-73.94827,United States,US,False,flexible,Private room,2006.0,$382 ,$76 ,3.0,0.0,,,5.0,1.0,87.0,,
61759,35110832,Lovely 2-bedrooms In the heart of Williamsburg,61195927063,unconfirmed,Kyle,Brooklyn,Williamsburg,40.71384,-73.9396,United States,US,True,strict,Private room,2003.0,$353 ,$71 ,1.0,2.0,12/5/2021,0.51,4.0,1.0,0.0,,
9905,6471868,"Sunny, quiet home away from home",51256055758,verified,David,Manhattan,Upper East Side,40.77756,-73.94859,United States,US,True,flexible,Private room,2009.0,$56 ,$11 ,7.0,9.0,9/13/2018,0.6,4.0,1.0,32.0,,
101893,57276840,4BR Brooklyn Apartment Minutes from City Life!,23150954906,unconfirmed,Evolve,Brooklyn,East Flatbush,40.64261,-73.94334,United States,US,False,moderate,Entire home/apt,2014.0,$336 ,$67 ,2.0,1.0,8/20/2017,0.04,5.0,1.0,0.0,"We expect guests to be clean, neat and respectful. Communication is very important. No smoking indoors and no pets.",
34555,20086063,CLEAN SAFE apart near NYU/East Village,52614702077,unconfirmed,Sarah,Manhattan,Stuyvesant Town,40.73182,-73.98158,United States,US,True,flexible,Private room,2014.0,$300 ,$60 ,30.0,3.0,8/23/2018,0.28,2.0,2.0,0.0,,
24947,14779564,Newly Renovated/Private Apt/1-br by Park and Metro,91810397680,unconfirmed,Jonah_Soleil,Brooklyn,Crown Heights,40.66912,-73.94337,United States,US,False,moderate,Entire home/apt,2004.0,$706 ,$141 ,1.0,72.0,6/19/2019,3.02,3.0,1.0,140.0,,
62509,35525057,Spectacular 2bdrm Penthouse W/huge private terrace,54164290621,unconfirmed,Adanna,Manhattan,East Harlem,40.78781,-73.94687,United States,US,False,flexible,Entire home/apt,2005.0,$127 ,$25 ,30.0,5.0,11/12/2021,0.3,4.0,1.0,180.0,,
6984,4858599,Harlem Studio w/ view!!,60555362587,verified,Jeremy,Manhattan,Harlem,40.81419,-73.95033,United States,US,False,moderate,Entire home/apt,2017.0,"$1,044 ",$209 ,2.0,25.0,6/9/2019,0.52,1.0,1.0,166.0,,
6356,4511755,Nice room 15 min from Manhattan!,76916725692,verified,Bogna,Queens,Woodside,40.74668,-73.89723,United States,US,False,strict,Private room,2014.0,$213 ,$43 ,5.0,9.0,12/30/2018,0.16,4.0,2.0,220.0,,
9480,6237140,Cozy 1 Bedroom Bushwick Apt off Dekalb L,87138743073,verified,Nicole,Brooklyn,Bushwick,40.7005,-73.91816,United States,US,True,moderate,Entire home/apt,2006.0,$71 ,$14 ,60.0,0.0,,,1.0,1.0,284.0,"Please clean your dishes, alternate who takes the trash out, don't make too much noise when others go to sleep. Simple rules.",
21740,13008338,Sunny Room on Hippest Block in Bushwick,44646825850,unconfirmed,Mackenzie,Brooklyn,Bushwick,40.70537,-73.92269,United States,US,True,moderate,Private room,2007.0,"$1,121 ",$224 ,2.0,2.0,3/14/2017,0.07,1.0,1.0,0.0,"As mentioned, this is a quiet neighborhood with a mix of young people starting out and families, and we have neighbors living above us in the house and on either side of the house.  As such, loud, late night parties will not be hosted here. We would hope that this house would serve as your staging place to a great Boston experience, but that the bulk of that experience will occur while you are out exploring the area!",
6843,4780725,Cozy Quiet Room in Williamsburgs,95610617232,verified,Mabel,Brooklyn,Williamsburg,40.71009,-73.9575,United States,US,True,strict,Private room,2009.0,$761 ,$152 ,3.0,23.0,4/1/2019,0.42,2.0,2.0,253.0,,
101054,56813460,Affordable cozy room rental in Flushing,18673349508,verified,Jackie,Queens,Flushing,40.7383,-73.80867,United States,US,True,flexible,Private room,2019.0,$835 ,$167 ,1.0,9.0,5/18/2019,0.72,1.0,5.0,365.0,"No parties, smoking or pets. Feel free to enjoy the location and space, just be respectful, thank you! (My doorman will know if you are bringing people up to the apartment.)",
98178,55225045,PERFECT LONG TERM RENTAL~1 BR- EAST 60TH STREET,48869443806,unconfirmed,Pranjal,Manhattan,Upper East Side,40.75991,-73.96105,United States,US,False,flexible,Entire home/apt,2012.0,$515 ,$103 ,30.0,0.0,,,5.0,65.0,364.0,Check in is after 3 pm and check out is at 12 pm.  No parties or events.  No smoking.  No pets.  No unauthorized guests.  My home is not child proof.  Please leave your shoes at the entrance of the apartment.,
78848,44549086,Beautiful Light Filled 1 Bedroom in Kosher Apt,65906468671,unconfirmed,Esther,Brooklyn,East Flatbush,40.66067,-73.93796,United States,US,True,flexible,Private room,2012.0,$588 ,$118 ,2.0,16.0,6/15/2019,0.57,1.0,3.0,43.0,"You're welcome to use our kitchen, we just ask that you clean up when you're done. There is no smoking, including on the porch.  If you use our frying pans, please use only wood or silicone utensils on them and clean only with the soft side of the sponge.  Please be careful when coming and going not to let the cat out. She can get very curious when the door's open.",
98249,55264259,A Charming Hideout for a perfect weekend,3394280336,unconfirmed,Vanessa,Brooklyn,East Flatbush,40.64557,-73.94684,United States,US,True,flexible,Entire home/apt,2011.0,$619 ,$124 ,1.0,14.0,2/24/2019,1.49,4.0,1.0,0.0,,
80675,45558139,Spacious Room in Huge Sunny Apartment,40378345201,unconfirmed,Devony,Manhattan,Washington Heights,40.8336,-73.94088,United States,US,True,moderate,Private room,2006.0,$283 ,$57 ,6.0,12.0,6/5/2019,0.47,3.0,1.0,3.0,"Use of all of kitchen except gas stove/oven. There is a microwave, sink, plates and all other basic kitchen utensils. No fire or lit candles.",
76611,43313591,"Quiet, Cozy, ELEVATOR, Queen Bedroom near Subway!",25830231558,verified,Mike,Manhattan,Upper East Side,40.77344,-73.94911,United States,US,False,moderate,Private room,2013.0,$726 ,$145 ,2.0,61.0,5/25/2019,1.84,5.0,3.0,0.0,- - Please be courteous and quiet when coming in and out - Do not talk to neighbors - No smoking inside - No parties allowed - Clean up after yourself - Respect the property - Shoes off please  - No loud music or TV after 1:00 AM,
80539,45483026,Large Park Slope Home with Private Garden,24349637845,verified,Amy,Brooklyn,Sunset Park,40.65969,-73.99248,United States,US,False,flexible,Entire home/apt,2016.0,$815 ,$163 ,2.0,20.0,6/2/2019,0.79,1.0,1.0,41.0,No smoking. No pets. No parties.,
42502,24475191,2 bedrooms in upper east side #14,86675886292,verified,Shai,Manhattan,Upper East Side,40.78317,-73.94559,United States,US,True,moderate,Entire home/apt,2021.0,$977 ,$195 ,3.0,1.0,5/19/2019,0.59,,9.0,92.0,#NAME?,
68492,38829468,Comfy room in Manhattan 4 blocks from central park,48348187911,verified,Elias,Manhattan,Harlem,40.80227,-73.9579,United States,US,False,moderate,Private room,2005.0,"$1,086 ",$217 ,3.0,55.0,7/2/2019,2.52,3.0,1.0,66.0,,
61182,34792155,The Turquoise Room,18487671794,unconfirmed,Jonathon,Brooklyn,Crown Heights,40.666,-73.94163,United States,US,False,flexible,Private room,2018.0,$831 ,$166 ,6.0,81.0,12/14/2021,1.7,3.0,1.0,335.0,,
41396,23864347,Sunny and Charming Studio - Beautiful West Village,66029256769,unconfirmed,Heather,Manhattan,West Village,40.73847,-74.0062,United States,US,False,flexible,Entire home/apt,2012.0,$945 ,$189 ,2.0,7.0,7/1/2019,2.92,2.0,1.0,3.0,"Please Note: This unit was just renovated in May 2015 and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, ple",
50340,28804118,A little Gem in the heart of Boerum Hill Brooklyn.,67115456512,verified,Sandee,Brooklyn,Boerum Hill,40.68687,-73.98706,United States,US,False,flexible,Entire home/apt,2015.0,"$1,018 ",$204 ,2.0,104.0,2/28/2022,3.23,4.0,1.0,78.0,,
76560,43285424,Guest suite in owner-occupied private residence,57376973393,unconfirmed,Martin,Brooklyn,Bushwick,40.6998,-73.92167,United States,US,False,moderate,Entire home/apt,2006.0,$882 ,$176 ,2.0,72.0,6/20/2019,2.2,3.0,1.0,146.0,,
61862,35167719,"3 bdrms, equip bth/rm kit, 2nd fl, 3 guest min",90328193934,verified,Dalton,Queens,Springfield Gardens,40.68457,-73.75989,United States,US,False,strict,Entire home/apt,2020.0,"$1,099 ",$220 ,30.0,35.0,12/1/2021,0.43,2.0,3.0,180.0,,
28925,16976614,Perfect location -  Clean and spacious!,41231461053,unconfirmed,Ken,Manhattan,Hell's Kitchen,40.76565,-73.98708,United States,US,False,moderate,Entire home/apt,2007.0,$506 ,$101 ,1.0,41.0,7/7/2019,2.2,4.0,1.0,11.0,,
10643,6879465,Private Room in Luxury Building,64383456512,verified,Keith,Manhattan,Financial District,40.7066,-74.00396,United States,US,True,strict,Private room,2015.0,$621 ,$124 ,1.0,2.0,9/27/2015,0.04,4.0,1.0,330.0,,
102540,6062613,Beautiful convenient Brooklyn loft,50136759897,verified,Linda,Brooklyn,Williamsburg,40.70711,-73.95136,United States,US,True,strict,Entire home/apt,2011.0,$446 ,$89 ,3.0,5.0,12/14/2016,0.11,5.0,1.0,201.0,"No smoking, please.",
18613,11281296,Williamsburg Dream Loft,52927199776,verified,Itay,Brooklyn,Williamsburg,40.70774,-73.94819,United States,US,False,strict,Private room,2005.0,$235 ,$47 ,2.0,157.0,7/1/2019,4.54,1.0,1.0,68.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will take place if occurs.",
83129,46913483,Sun-Filled Cobble Hill Loft,72988057644,unconfirmed,Lily,Brooklyn,Brooklyn Heights,40.6904,-73.99376,United States,US,True,flexible,Entire home/apt,2010.0,$771 ,$154 ,3.0,21.0,5/5/2019,0.95,2.0,1.0,15.0,,
36759,21303332,Charming cozy bedroom in Clinton Hill!,69013897696,verified,Nicolas,Brooklyn,Clinton Hill,40.68933,-73.96082,United States,US,False,flexible,Private room,2014.0,$274 ,$55 ,3.0,1.0,10/18/2018,0.11,5.0,1.0,189.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
